"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"17181" "223007419X" "PM25-PRI" 0.18 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Minor Collector: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21097" "223007433B" "PM25-PRI" 0.0007848618 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Local: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"55029" "223007417T" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Major Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Major Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"13091" "2230074210" "PM25-PRI" 0.0396834 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Local: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"35028" "2267002072" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Skid Steer Loaders" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Skid Steer Loaders" NA NA "12/10/1999 0:00:00" "" ""
"48243" "2270002075" "PM25-PRI" 0.00327985198237002 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Off-highway Tractors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Off-highway Tractors" NA NA "" "" ""
"17137" "223000129T" "PM25-PRI" 2.63044009898293e-05 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"45067" "223007433T" "PM25-PRI" 0.0051243667 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Local: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"06115" "220104019B" "PM25-PRI" 0.0085329319 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Minor Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48135" "220102027T" "PM25-PRI" 0.16 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Urban Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"37179" "2265004031" "PM25-PRI" 0.21 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Leafblowers/Vacuums (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"72135" "2267002066" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Tractors/Loaders/Backhoes" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes" NA NA "12/10/1999 0:00:00" "" ""
"48395" "2230001170" "PM25-PRI" 0.00217097 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Major Collector: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Major Collector: Total" NA NA "" "" ""
"19163" "220107013B" "PM25-PRI" 0.02 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Other Principal Arterial: Brake Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Other Principal Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"34007" "220104031B" "PM25-PRI" 0.12 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"37155" "220107011X" "PM25-PRI" 2.41 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Interstate: Exhaust" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"27091" "2230075310" "PM25-PRI" 0.000151547 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Collector: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"47141" "2201001310" "PM25-PRI" 0.0584112 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Collector: Total" NA NA "" "" ""
"23023" "2270001060" "PM25-PRI" 0.01 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Recreational Equipt /Specialty Vehicles/Carts" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Recreational Equipment" "Specialty Vehicles/Carts" NA NA "" "" ""
"45091" "2270002078" "PM25-PRI" 0.03 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Dumpers/Tenders" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Dumpers/Tenders" NA NA "" "" ""
"72147" "2260003040" "PM25-PRI" 3.8117414e-06 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Other General Industrial Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other General Industrial Equipment" NA NA "" "" ""
"38089" "2230060110" "PM25-PRI" 0.000878151 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Interstate: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Interstate: Total" NA NA "" "" ""
"28001" "223007129B" "PM25-PRI" 0.0006968595 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Minor Arterial: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19063" "2601010000" "PM25-PRI" 0.253 "NONPOINT" 1999 "Nonpoint" "On-site Incineration /Industrial /Total" "Waste Disposal" "" "" "Waste Disposal, Treatment, and Recovery" "On-site Incineration" "Industrial" "Total" NA NA "" "" ""
"29003" "2810001000" "PM25-PRI" 0.02 "NONPOINT" 2002 "Event" "Forest Wildfires - Wildfires - Unspecified" "Fires - Wildfires" "" "" "Miscellaneous Area Sources" "Other Combustion" "Forest Wildfires" "Wildfires" NA NA "" "4/15/2010 0:00:00" ""
"42089" "220107033X" "PM25-PRI" 0.04 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Local: Exhaust" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"54053" "30101837" "PM25-PRI" 0.4745 "POINT" 2008 "Point" "Chem Manuf /Plastics Production /Polyester Resins" "Industrial Processes - Chemical Manuf" "" "" "Industrial Processes" "Chemical Manufacturing" "Plastics Production" "Polyester Resins" NA NA "" "" ""
"55073" "2104006000" "PM25-PRI" 0.57 "NONPOINT" 2005 "Nonpoint" "Stationary Fuel Comb /Residential /Natural Gas /Total: All Combustor Types" "Fuel Comb - Residential - Natural Gas" "" "" "Stationary Source Fuel Combustion" "Residential" "Natural Gas" "Total: All Combustor Types" NA NA "" "" ""
"20061" "2265005035" "PM25-PRI" 0.00297582 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"54069" "223007427B" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Other Principal Arterial: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17053" "2230060210" "PM25-PRI" 0.000310997 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Local: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Total" NA NA "" "" ""
"39107" "2104001000" "PM25-PRI" 0 "NONPOINT" 2005 "Nonpoint" "Stationary Fuel Comb /Residential /Anthracite Coal /Total: All Combustor Types" "Fuel Comb - Residential - Other" "" "" "Stationary Source Fuel Combustion" "Residential" "Anthracite Coal" "Total: All Combustor Types" NA NA "" "" ""
"01035" "220104015X" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"29207" "30504503" "PM25-PRI" 0.037 "POINT" 2008 "Point" "Clay Processing: Fullers earth /Raw material transfer" "Industrial Processes - Storage and Transfer" "" "" "Industrial Processes" "Mineral Products" "Clay processing: Fullers earth" "Raw material transfer" NA NA "" "" ""
"17045" "2302002100" "PM25-PRI" 0.44 "NONPOINT" 2005 "Nonpoint" "Food & Kindred Products /Commercial Cooking - Charbroiling /Conveyorized Charbroiling" "Commercial Cooking" "" "" "Industrial Processes" "Food and Kindred Products: SIC 20" "Commercial Cooking - Charbroiling" "Conveyorized Charbroiling" NA NA "6/6/2003 0:00:00" "2/20/2004 0:00:00" ""
"36001" "2270002066" "PM25-PRI" 14.22 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Tractors/Loaders/Backhoes" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes" NA NA "" "" ""
"46077" "2268006010" "PM25-PRI" 1.48783e-05 "NON-ROAD" 2005 "Nonroad" "Off-highway CNG /Commercial Equipt /Pumps" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "CNG" "Commercial Equipment" "Pumps" NA NA "12/10/1999 0:00:00" "" ""
"38071" "2275001000" "PM25-PRI" 0.07 "NON-ROAD" 2002 "Point" "Aircraft /Military Aircraft /Total" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "Military Aircraft" "Total" NA NA "" "" ""
"42091" "2270002003" "PM25-PRI" 1.24569 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Pavers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Pavers" NA NA "" "12/10/1999 0:00:00" ""
"01005" "2270003030" "PM25-PRI" 0.24 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"54095" "223007121X" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48049" "223007513X" "PM25-PRI" 0.29 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Other Principal Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"22087" "2201080270" "PM25-PRI" 0.00415675 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Urban Other Principal Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Total" NA NA "" "" ""
"31079" "2270005050" "PM25-PRI" 0.07 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Hydro-power Units" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Hydro-power Units" 2270006035 2002 "" "1/9/2006 0:00:00" ""
"08105" "2285006015" "PM25-PRI" 9.1860701e-07 "NON-ROAD" 2005 "Nonroad" "Railroad Equipt /LPG /Railway Maintenance" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "Railroad Equipment" "LPG" "Railway Maintenance" NA NA "12/10/1999 0:00:00" "" ""
"12029" "2260006010" "PM25-PRI" 0.00913007953204214 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Commercial Equipt /Pumps" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Pumps" NA NA "" "12/10/1999 0:00:00" ""
"27035" "2230073130" "PM25-PRI" 0.744925 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"48211" "2282005010" "PM25-PRI" 0.185308 "NON-ROAD" 2008 "Nonroad" "Pleasure Craft /Gasoline 2-Stroke /Outboard" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 2-Stroke" "Outboard" NA NA "" "" ""
"27007" "223007233X" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"30031" "223007329X" "PM25-PRI" 0.19 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Minor Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39139" "2265005035" "PM25-PRI" 0.0052816 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"72097" "2230074130" "PM25-PRI" 0.000972993 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"17183" "2801000003" "PM25-PRI" 1256.35 "NONPOINT" 1999 "Nonpoint" "Agric - Crops /Tilling" "Agriculture - Crops & Livestock Dust" "" "" "Miscellaneous Area Sources" "Agriculture Production - Crops" "Agriculture - Crops" "Tilling" NA NA "" "" ""
"51097" "2270004071" "PM25-PRI" 0.0118368 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Lawn & Garden Equipt /Turf Equipt (Commercial)" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Turf Equipment (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"48147" "223006027X" "PM25-PRI" 0.00352184727582806 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Principal Arterial: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Principal Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"20019" "2270002009" "PM25-PRI" 0.000328749903928838 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Plate Compactors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Plate Compactors" NA NA "" "" ""
"17195" "30400704" "PM25-PRI" 0.175 "POINT" 1999 "Point" "Secondary Metals /Steel Foundries /Heat Treating Furnace" "Industrial Processes - Ferrous Metals" "" "" "Industrial Processes" "Secondary Metal Production" "Steel Foundries" "Heat Treating Furnace" NA NA "" "" ""
"17145" "2270002060" "PM25-PRI" 2.62 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Rubber Tire Loaders" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rubber Tire Loaders" NA NA "" "" ""
"02185" "2275060012" "PM25-PRI" 0.0405919 "POINT" 2008 "Point" "Aircraft /Air Taxi /Turbine" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "Air Taxi" "Turbine" NA NA "4/14/2009 0:00:00" "" ""
"25007" "223007117X" "PM25-PRI" 0.0050172276 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Major Collector: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"36033" "2201001170" "PM25-PRI" 0.128526 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Major Collector: Total" NA NA "" "" ""
"24015" "2260004071" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 2-Stroke /Lawn & Garden Equipt /Turf Equipt (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Turf Equipment (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"17113" "223007121B" "PM25-PRI" 0.0048533172 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Local: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"37185" "2268005060" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway CNG /Agricultural Equipt /Irrigation Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "CNG" "Agricultural Equipment" "Irrigation Sets" NA NA "12/10/1999 0:00:00" "" ""
"08101" "2230001250" "PM25-PRI" 0.00255168 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Total" NA NA "" "" ""
"30067" "223007333X" "PM25-PRI" 0.04 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
